timestamp,open,high,low,close,volume,adjustedClose,dividendAmount,splitCoefficient
2022-12-21,141.84,143.09,140.975,142.14,3793700,135.382481747289,0.0000,1.0
2022-12-16,141.25,141.915,138.97,140.16,9834427,133.496613491628,0.0000,1.0
2022-12-15,148.52,148.98,141.58,142.36,6687744,135.592022664585,0.0000,1.0
2022-12-14,150.47,151.91,148.45,149.86,4205878,142.735463026936,0.0000,1.0
2022-12-19,140.16,140.44,137.195,138.87,5282860,132.267941749304,0.0000,1.0
2020-02-06,156.82,158.75,155.42,156.76,8394374,122.940359386949,0.0000,1.0
2020-02-07,154.55,155.54,152.92,153.41,6414553,121.583592215863,1.6200,1.0
2005-09-19,79.74,79.98,79.01,79.43,5148500,43.3930030711584,0.0000,1.0
2010-03-30,128.9,129.13,128.25,128.77,3426600,75.5499212289181,0.0000,1.0
2004-02-27,96.8,97.38,96.1,96.5,4715000,52.0335906681971,0.0000,1.0
2004-02-26,96.27,97.26,96.25,96.79,3965700,52.1899610442984,0.0000,1.0
2004-02-25,96.5,97.09,96.23,96.54,3362500,52.0551589959352,0.0000,1.0
2004-02-24,95.2,97.46,95.2,96.79,7008300,52.1899610442984,0.0000,1.0
2004-02-23,97.4,97.51,95.46,95.96,6629100,51.7424182437326,0.0000,1.0
2010-03-31,128.23,128.75,127.65,128.25,4904800,75.244834958521,0.0000,1.0
2010-03-29,129.3,129.95,128.26,128.59,4643000,75.4443144430114,0.0000,1.0
2004-02-19,98.42,99.23,97.52,97.8,5447200,52.7345613196858,0.0000,1.0
2004-02-18,99.31,99.77,98.15,98.42,4830300,53.0688703996265,0.0000,1.0
2010-03-26,128.93,129.78,128.7205,129.26,5550800,75.8374063683307,0.0000,1.0
2004-02-17,99.99,100.0,99.32,99.37,3930400,53.5811181834067,0.0000,1.0
2010-03-25,129.36,130.73,129.13,129.24,7603200,75.8256722810078,0.0000,1.0
2010-03-24,128.63,129.95,128.47,128.53,6669300,75.4091121810425,0.0000,1.0
2010-03-23,127.94,129.43,127.64,129.37,5978500,75.9019438486071,0.0000,1.0
2010-03-22,127.11,128.39,126.57,127.98,5651900,75.0864247796609,0.0000,1.0
2004-02-13,99.1,100.09,99.0828,99.71,3562400,53.7644489691806,0.0000,1.0
2004-02-12,100.06,100.3,99.3,99.3,3611500,53.543373609865,0.0000,1.0
2004-02-11,99.2,100.31,98.8,99.96,5505700,53.8992510175439,0.0000,1.0
2004-02-20,98.6,98.6,97.19,97.31,5690200,52.4703493048939,0.0000,1.0
2010-03-19,128.84,128.93,126.78,127.71,10744300,74.9280146008009,0.0000,1.0
2010-03-18,127.46,128.75,127.45,128.38,4954400,75.3211065261202,0.0000,1.0
2010-03-17,128.9,128.93,127.36,127.76,6348400,74.9573498191083,0.0000,1.0
2012-01-13,179.48,179.61,177.3472,179.16,5279200,108.475479057472,0.0000,1.0
2012-01-19,181.79,182.3599,180.35,180.52,8567200,109.298914263534,0.0000,1.0
2012-01-18,179.83,181.6,179.5,181.07,4600600,109.631921148339,0.0000,1.0
2012-01-17,180.36,182.0,179.32,180.0,6003400,108.984071390628,0.0000,1.0
2010-03-16,128.0,128.88,127.45,128.67,6134900,75.4912507923032,0.0000,1.0
2010-03-15,127.4,128.34,127.28,127.83,4497700,74.9984191247387,0.0000,1.0
2010-03-12,127.91,128.37,127.51,127.94,5169500,75.062956605015,0.0000,1.0
2010-03-11,125.71,127.81,125.71,127.6,7922200,74.8634771205245,0.0000,1.0
2010-03-10,125.985,126.36,125.21,125.62,6916200,73.7018024755509,0.0000,1.0
2010-03-09,126.27,126.29,125.2,125.55,7528800,73.6607331699205,0.0000,1.0
2010-03-08,127.06,127.5,126.36,126.41,6199300,74.1652989248081,0.0000,1.0
2012-01-23,187.91,190.52,187.67,189.98,5751700,115.026632682175,0.0000,1.0
2012-01-20,185.77,188.97,184.75,188.52,12849700,114.142650769784,0.0000,1.0
2012-01-27,190.01,191.77,189.81,190.46,3360400,115.31725687255,0.0000,1.0
2012-01-26,191.79,192.79,190.47,190.98,4004700,115.632099745456,0.0000,1.0
2012-01-25,191.33,192.2399,189.61,191.73,4359700,116.086200042917,0.0000,1.0
2012-01-24,188.63,192.305,188.5241,191.93,5345700,116.207293455573,0.0000,1.0
2014-01-09,189.02,189.5,186.55,187.38,4321300,117.60498192006,0.0000,1.0
2014-01-08,189.33,189.4175,187.26,187.97,4603700,117.97528258893,0.0000,1.0
2014-01-07,186.39,190.35,186.38,189.71,5932300,119.06735574797,0.0000,1.0
2010-03-05,127.17,127.55,127.04,127.25,6140200,74.6581305923726,0.0000,1.0
2014-01-06,187.15,187.355,185.3,186.0,4067800,116.738854931856,0.0000,1.0
2010-03-04,126.88,127.07,125.47,126.72,6032300,74.347177278314,0.0000,1.0
2010-03-03,127.73,128.02,126.68,126.88,6390000,74.4410499768978,0.0000,1.0
2010-03-02,128.7,129.09,127.13,127.42,6013300,74.7578703346179,0.0000,1.0
2014-01-03,185.83,187.35,185.3,186.64,4063200,117.140537013342,0.0000,1.0
2010-03-01,127.5,128.83,127.47,128.57,4577700,75.4325803556884,0.0000,1.0
2014-01-02,187.21,187.4,185.2,185.53,4546500,116.443869653265,0.0000,1.0
2014-01-10,188.31,188.57,186.28,187.26,4022400,117.529666529781,0.0000,1.0
2012-01-30,189.39,192.73,188.22,192.5,4359000,116.552409681644,0.0000,1.0
2012-01-31,193.09,193.1,191.0,192.6,4826800,116.612956387972,0.0000,1.0
2015-08-21,151.5,153.19,148.7,148.85,7360898,97.8983043109137,0.0000,1.0
